bone,species,side,fish,n_lm,scale,LM1_X,LM1_Y,LM2_X,LM2_Y,LM3_X,LM3_Y,LM4_X,LM4_Y,LM5_X,LM5_Y,LM6_X,LM6_Y,LM7_X,LM7_Y,LM8_X,LM8_Y,LM9_X,LM9_Y,LM10_X,LM10_Y,LM11_X,LM11_Y,LM12_X,LM12_Y,LM13_X,LM13_Y,LM14_X,LM14_Y,LM15_X,LM15_Y,LM16_X,LM16_Y,LM17_X,LM17_Y,LM18_X,LM18_Y,LM19_X,LM19_Y,LM20_X,LM20_Y,LM21_X,LM21_Y,LM22_X,LM22_Y,LM23_X,LM23_Y,LM24_X,LM24_Y,LM25_X,LM25_Y,LM26_X,LM26_Y,LM27_X,LM27_Y,LM28_X,LM28_Y,LM29_X,LM29_Y,LM30_X,LM30_Y,LM31_X,LM31_Y,LM32_X,LM32_Y,LM33_X,LM33_Y,LM34_X,LM34_Y,LM35_X,LM35_Y,LM36_X,LM36_Y
Parasphenoid,Acipenser ruthenus,unknown,4,22,0.003174,2707.0,2169.0,1386.0,2203.0,2694.0,2386.0,3202.0,2415.0,3229.0,2509.0,3444.0,2757.0,3462.0,2483.0,3357.0,2339.0,3929.0,2338.0,4063.0,2220.0,4063.0,2147.0,3953.0,2022.0,3362.0,1997.0,3425.0,1920.0,3470.0,1592.0,3257.0,1826.0,3202.0,1925.0,2721.0,1942.0,1436.0,2102.0,2856.0,2127.0,2878.0,2200.0,3298.0,2167.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Parasphenoid,Bester,unknown,1,22,0.003513,1922.0,1869.0,769.0,2062.0,1916.0,2166.0,2684.0,2112.0,2678.0,2250.0,2904.0,2473.0,2914.0,2109.0,2890.0,2018.0,3686.0,1974.0,3736.0,1829.0,3733.0,1697.0,3652.0,1519.0,2883.0,1603.0,2883.0,1485.0,2856.0,1144.0,2664.0,1401.0,2678.0,1512.0,1912.0,1542.0,786.0,1822.0,2411.0,1782.0,2398.0,1910.0,2836.0,1829.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Parasphenoid,Bester,unknown,2,22,0.003525,2066.0,2043.0,828.0,2151.0,2077.0,2377.0,2775.0,2314.0,2801.0,2444.0,3046.0,2652.0,2968.0,2362.0,2942.0,2281.0,3669.0,2229.0,3828.0,2051.0,3821.0,1943.0,3739.0,1806.0,2953.0,1824.0,2997.0,1732.0,3034.0,1454.0,2790.0,1654.0,2801.0,1773.0,2059.0,1702.0,824.0,1869.0,2578.0,1965.0,2563.0,2125.0,2886.0,2058.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Parasphenoid,Huso huso,unknown,1,22,0.003542,1792.0,1974.0,641.0,2252.0,1792.0,2305.0,2869.0,2268.0,2840.0,2374.0,3138.0,2603.0,3081.0,2337.0,3007.0,2223.0,4239.0,2121.0,4341.0,1982.0,4345.0,1832.0,4203.0,1677.0,2991.0,1664.0,3089.0,1530.0,3069.0,1248.0,2816.0,1517.0,2832.0,1615.0,1796.0,1603.0,621.0,1721.0,2497.0,1881.0,2501.0,2019.0,2893.0,1946.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Parasphenoid,Huso huso,unknown,2,22,0.003564,2303.0,2338.0,1224.0,2503.0,2297.0,2645.0,2981.0,2591.0,3018.0,2759.0,3163.0,2931.0,3150.0,2699.0,3079.0,2594.0,4020.0,2520.0,4111.0,2443.0,4114.0,2368.0,4040.0,2227.0,3089.0,2122.0,3160.0,2058.0,3180.0,1876.0,2998.0,2038.0,2988.0,2139.0,2303.0,2099.0,1275.0,2237.0,2839.0,2284.0,2843.0,2426.0,2974.0,2348.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Parasphenoid,Huso huso,unknown,3,22,0.003524,2290.0,2173.0,1026.0,2395.0,2300.0,2480.0,2944.0,2405.0,2958.0,2564.0,3136.0,2783.0,3143.0,2507.0,3089.0,2382.0,4131.0,2281.0,4087.0,2146.0,4090.0,2041.0,4097.0,1930.0,3052.0,1896.0,3106.0,1758.0,3059.0,1532.0,2924.0,1734.0,2937.0,1910.0,2280.0,1927.0,1042.0,2112.0,2708.0,2112.0,2732.0,2244.0,3015.0,2149.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Parasphenoid,Huso huso,unknown,4,22,0.003552,1855.0,2328.0,661.0,2692.0,1882.0,2652.0,2553.0,2486.0,2570.0,2638.0,2829.0,2804.0,2701.0,2571.0,2671.0,2490.0,3770.0,2271.0,3827.0,2153.0,3817.0,2092.0,3693.0,1964.0,2603.0,1981.0,2657.0,1879.0,2610.0,1647.0,2462.0,1900.0,2496.0,2001.0,1852.0,2045.0,624.0,2230.0,2391.0,2190.0,2411.0,2335.0,2566.0,2223.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Parasphenoid,Sevbel,unknown,1,22,0.003616,1702.0,2036.0,125.0,2403.0,1702.0,2461.0,2691.0,2420.0,2672.0,2614.0,3094.0,2917.0,2970.0,2465.0,2900.0,2286.0,3916.0,2252.0,4089.0,2039.0,4105.0,1876.0,3951.0,1712.0,2895.0,1690.0,2937.0,1556.0,3004.0,1040.0,2689.0,1447.0,2668.0,1600.0,1721.0,1609.0,111.0,1748.0,2219.0,1929.0,2212.0,2099.0,2815.0,1985.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Postorbital,Acipenser gueldenstaedtii,L,1,6,0.00357,2393.0,648.0,2352.0,403.0,2329.0,107.0,2227.0,498.0,2101.0,596.0,2271.0,583.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Postorbital,Acipenser gueldenstaedtii,L,2,6,0.003597,1859.0,670.0,1737.0,411.0,1718.0,124.0,1652.0,443.0,1524.0,502.0,1687.0,529.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Postorbital,Acipenser gueldenstaedtii,L,3,6,0.00357,2238.0,783.0,2147.0,471.0,2160.0,119.0,2067.0,491.0,1922.0,582.0,2102.0,608.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Postorbital,Acipenser gueldenstaedtii,L,4,6,0.00357,2217.0,584.0,2141.0,391.0,2039.0,126.0,2062.0,471.0,2067.0,567.0,2136.0,510.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Postorbital,Acipenser gueldenstaedtii,L,5,6,0.00357,2451.0,923.0,2499.0,571.0,2559.0,85.0,2310.0,463.0,2120.0,517.0,2320.0,644.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Postorbital,Acipenser gueldenstaedtii,L,6,6,0.00364,378.0,1057.0,309.0,680.0,317.0,110.0,176.0,635.0,18.0,750.0,199.0,830.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Postorbital,Acipenser gueldenstaedtii,L,7,6,0.003608,3059.0,1294.0,2581.0,854.0,2019.0,137.0,2289.0,1067.0,2044.0,1329.0,2524.0,1207.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Postorbital,Acipenser gueldenstaedtii,L,8,6,0.003647,1841.0,1700.0,1794.0,973.0,1769.0,201.0,1553.0,1079.0,1268.0,1267.0,1659.0,1426.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Postorbital,Acipenser gueldenstaedtii,R,1,6,0.003558,359.0,634.0,329.0,436.0,310.0,131.0,218.0,513.0,103.0,621.0,251.0,615.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Postorbital,Acipenser gueldenstaedtii,R,2,6,0.003558,369.0,655.0,300.0,383.0,315.0,67.0,209.0,365.0,82.0,414.0,209.0,470.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Postorbital,Acipenser gueldenstaedtii,R,3,6,0.003558,438.0,713.0,335.0,396.0,335.0,76.0,275.0,434.0,111.0,580.0,280.0,578.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Postorbital,Acipenser gueldenstaedtii,R,5,6,0.003558,541.0,843.0,426.0,464.0,355.0,77.0,250.0,558.0,88.0,661.0,339.0,700.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Postorbital,Acipenser gueldenstaedtii,R,6,6,0.003558,2100.0,1057.0,1998.0,710.0,1981.0,146.0,1846.0,686.0,1633.0,771.0,1870.0,836.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Postorbital,Acipenser gueldenstaedtii,R,7,6,0.003558,1053.0,1843.0,822.0,1046.0,730.0,158.0,529.0,1107.0,71.0,1281.0,702.0,1468.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Postorbital,Acipenser ruthenus,L,2,6,0.003558,2371.0,660.0,2414.0,347.0,2525.0,167.0,2317.0,341.0,2219.0,380.0,2295.0,448.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Postorbital,Acipenser ruthenus,L,3,6,0.003558,2189.0,667.0,2103.0,370.0,2087.0,100.0,1976.0,415.0,1875.0,499.0,2051.0,535.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Postorbital,Acipenser ruthenus,L,4,6,0.003558,1483.0,1201.0,1471.0,562.0,1337.0,87.0,1260.0,670.0,1007.0,714.0,1303.0,923.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Postorbital,Acipenser ruthenus,L,5,6,0.003558,582.0,967.0,438.0,642.0,434.0,136.0,301.0,577.0,121.0,602.0,350.0,714.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Postorbital,Acipenser ruthenus,R,1,6,0.003558,786.0,1002.0,644.0,745.0,573.0,136.0,467.0,665.0,255.0,721.0,529.0,850.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Postorbital,Acipenser ruthenus,R,2,6,0.003558,1976.0,638.0,1877.0,367.0,1884.0,139.0,1778.0,392.0,1701.0,447.0,1813.0,490.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Postorbital,Acipenser ruthenus,R,3,6,0.003558,319.0,612.0,289.0,362.0,310.0,87.0,161.0,384.0,78.0,434.0,219.0,478.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Postorbital,Acipenser ruthenus,R,4,6,0.003558,634.0,1157.0,632.0,621.0,624.0,99.0,393.0,627.0,122.0,647.0,441.0,926.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Postorbital,Acipenser ruthenus,R,5,6,0.002832,950.0,827.0,917.0,530.0,947.0,67.0,773.0,422.0,616.0,426.0,796.0,554.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Postorbital,Acipenser stellatus,L,102,6,0.003558,1916.0,1240.0,1761.0,759.0,1657.0,164.0,1540.0,767.0,1462.0,1101.0,1632.0,998.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
